ID,date_id,player_name,Age,Overall rating,Potential,name,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,PlayStyles,PlayStyles +,Number of playstyles,date,club_name,start_year,end_year
257831,240034,Abdoulie Sanyang,24,67,73,Grenoble Foot 382022 ~ 2026,173,69,Left,68,/players?pn=16,6,"Feb 1, 2022",,€1.6M,€2K,€3.1M,267,60,60,28,63,56,271,71,41,38,52,69,394,89,83,91,51,80,302,65,56,71,52,58,283,62,45,61,59,56,70,120,38,43,39,54,10,10,10,10,14,1691,375,3,3,High,High,1,Normal (170-185),No,86,60,58,72,40,59,,Technical,,1,2024-03-27,Grenoble Foot,2022.0,2026.0
211240,240034,Julien Lopez,31,67,67,Paris2017 ~ 2025,173,68,Right,67,/players?pn=16,0,"Jun 27, 2017",,€850K,€3K,€1.5M,288,64,61,47,64,52,328,67,68,66,62,65,397,84,74,90,66,83,322,61,69,62,64,66,251,40,33,65,65,48,66,134,35,51,48,64,16,14,13,11,10,1784,374,2,3,High,Medium,1,Normal (170-185),No,79,61,64,69,42,59,,Team Player,,1,2024-03-27,Paris,2017.0,2025.0
231464,240034,John Velasquez,28,67,67,Farense2022 ~ 2025,174,70,Right,67,/players?pn=18,0,"Jun 22, 2022",,€1M,€2K,€2.1M,274,58,64,37,66,49,290,68,38,59,59,66,378,79,78,84,60,77,323,66,58,67,57,75,283,42,44,63,69,65,53,123,49,41,33,48,7,11,12,9,9,1719,374,2,3,Medium,Low,1,Normal (170-185),No,78,66,62,68,43,57,,,,0,2024-03-27,Farense,2022.0,2025.0
235304,240034,Bartosz Mrozek,23,67,75,Lech Poznań2016 ~ 2024,191,82,Right,67,/players?pn=0,8,"Jul 1, 2016",,€2M,€2K,€3.2M,60,9,7,12,20,12,84,14,12,14,20,24,174,39,37,24,49,25,214,47,59,36,61,11,116,23,19,9,44,21,31,41,16,11,14,335,68,66,63,68,70,1024,373,3,1,Medium,Medium,1,Lean (185+),No,68,66,63,70,38,68,,,,0,2024-03-27,,2016.0,2024.0
246056,240034,Edison Vega,33,67,67,Aucas2021 ~ 2024,168,69,Left,67,/players?pn=10,0,"Mar 23, 2021",,€500K,€500,€1.1M,256,58,43,55,70,30,323,63,65,70,65,60,341,66,65,61,65,84,326,66,66,73,66,55,311,66,65,50,65,65,56,192,68,63,61,46,11,14,9,6,6,1795,377,3,3,Medium,Medium,1,Normal (170-),No,65,51,66,63,64,68,,Leadership,,1,2024-03-27,Aucas,2021.0,2024.0
252456,240034,Carl Klaus,29,67,67,Nürnberg2021 ~ 2027,189,86,Right,67,/players?pn=0,0,"Jul 1, 2021",,€700K,€4K,€1.1M,59,10,7,10,23,9,69,8,11,11,28,11,184,27,32,29,52,44,189,50,49,31,51,8,97,21,9,7,47,13,43,31,9,12,10,337,67,69,66,65,70,966,366,2,1,Medium,Medium,1,Lean (185+),No,67,69,66,70,29,65,,,,0,2024-03-27,rnberg,2021.0,2027.0
70441,240034,Alex Luna,19,67,77,Independiente2024 ~ 2024,174,70,Right,69,/players?pn=18,10,"Jan 1, 2024",,€2.2M,€3K,€3.7M,299,61,65,53,70,50,332,70,64,61,68,69,349,76,71,73,55,74,313,64,65,59,55,70,264,49,39,59,63,54,64,144,45,49,50,49,12,12,5,15,5,1750,373,3,3,Medium,Low,1,Lean (170-185),No,73,64,66,69,46,55,,,,0,2024-03-27,Independiente,2024.0,2024.0
275241,240034,Patrik Vydra,20,67,75,Sparta Praha2023 ~ 2025,192,86,Right,69,/players?pn=5,8,"Apr 26, 2023",,€2.1M,€500,€5M,237,40,39,64,55,39,236,51,42,40,45,58,309,67,69,52,65,56,326,58,80,66,84,38,272,71,61,41,54,45,58,196,64,67,65,59,14,11,13,11,10,1635,356,2,2,Medium,Medium,1,Stocky (185+),No,68,43,49,55,64,77,,,,0,2024-03-27,Sparta Praha,2023.0,2025.0
277289,240034,Slobodan Rubezic,23,67,74,Aberdeen2023 ~ 2026,194,88,Right,69,/players?pn=5,7,"Jul 31, 2023",,€1.9M,€3K,€3.8M,187,22,25,75,40,25,168,44,24,23,29,48,280,60,63,42,48,67,300,40,78,75,89,18,231,73,68,23,34,33,48,196,63,69,64,53,6,14,6,14,13,1415,317,3,2,Low,High,1,Normal (185+),No,62,27,32,47,67,82,,InterceptAerial,,2,2024-03-27,Aberdeen,2023.0,2026.0
215081,240034,Gabriel Hachen,32,67,67,Platense2024 ~ 2024,168,65,Left,67,/players?pn=18,0,"Jan 25, 2024",,€800K,€5K,€1.2M,303,53,60,63,68,59,317,70,63,52,62,70,370,73,75,77,62,83,294,67,58,67,39,63,313,57,57,68,66,65,73,173,56,62,55,46,7,7,11,10,11,1816,381,3,3,Medium,Medium,1,Stocky (170-),No,74,63,63,71,59,51,,Finesse ShotRapid,,2,2024-03-27,Platense,2024.0,2024.0
216105,240034,Gilles Dewaele,27,67,67,Standard Liège2022 ~ 2024,182,74,Right,67,/players?pn=2,0,"Jan 12, 2022",,€975K,€5K,€1.5M,284,64,62,58,63,37,271,53,49,50,59,60,332,63,72,62,65,70,340,68,67,78,70,57,309,63,63,68,57,58,53,189,63,64,62,57,7,14,13,13,10,1782,379,3,2,Medium,Medium,1,Lean (170-185),No,68,61,60,57,63,70,,,,0,2024-03-27,ge,2022.0,2024.0
219177,240034,Jorge Grant,28,67,67,Hearts2022 ~ 2025,178,70,Right,68,/players?pn=12,0,"Jun 27, 2022",,€1M,€3K,€1.8M,299,68,66,39,72,54,345,66,68,74,69,68,349,65,68,77,65,74,328,63,55,79,66,65,303,52,57,63,66,65,69,177,60,61,56,58,10,11,15,11,11,1859,391,4,3,Medium,Medium,1,Normal (170-185),No,67,64,69,68,57,66,,Long Ball Pass,,1,2024-03-27,Hearts,2022.0,2025.0
248105,240034,Virgil Ghita,25,67,73,Cracovia Kraków2022 ~ 2026,186,80,Right,69,/players?pn=5,6,"Feb 28, 2022",,€1.4M,€4K,€2.2M,242,41,43,69,53,36,228,42,40,46,47,53,311,53,54,66,65,73,313,47,73,70,76,47,273,73,65,43,51,41,50,202,66,69,67,52,7,8,15,15,7,1621,338,2,2,Medium,High,1,Normal (185+),No,54,44,48,51,67,74,,Power HeaderInterceptAnticipateAerial,,4,2024-03-27,w,2022.0,2026.0
248873,240034,Fernando Cardozo,22,67,72,Olimpia2020 ~ 2027,173,72,Right,68,/players?pn=12,5,"Jun 30, 2020",,€1.6M,€500,€3.6M,249,67,51,30,61,40,299,67,46,74,43,69,379,74,70,83,69,83,353,80,53,83,58,79,254,52,20,67,60,55,53,77,28,27,22,40,7,7,5,8,13,1651,352,3,4,Medium,Medium,1,Normal (170-185),No,72,63,59,69,26,63,,Long Ball PassRapid,,2,2024-03-27,Olimpia,2020.0,2027.0
227882,240034,Samuel Leach Holm,25,67,70,Djurgården2024 ~ 2026,184,75,Right,69,/players?pn=14,3,"Feb 1, 2024",,€1.3M,€3K,€1.7M,313,68,60,54,71,60,330,60,68,62,73,67,314,65,63,60,65,61,322,70,61,63,59,69,317,58,63,65,70,61,70,176,59,59,58,52,13,9,7,8,15,1824,380,3,2,Medium,Medium,1,Lean (170-185),No,64,64,70,63,59,60,,Long Ball PassLong Shot Taker (CPU AI),,2,2024-03-27,rden,2024.0,2026.0
232490,240034,Ryotaro Ito,25,67,69,Sint-Truiden2023 ~ 2025,175,69,Right,70,/players?pn=18,2,"Jul 1, 2023",,€1.3M,€5K,€2M,257,41,63,46,74,33,301,67,43,50,69,72,371,83,80,77,58,73,318,58,67,78,60,55,300,61,57,64,64,54,55,145,41,51,53,60,12,10,12,12,14,1752,385,2,3,Medium,Medium,1,Lean (170-185),No,81,59,62,69,49,65,,Long Shot Taker (CPU AI),,1,2024-03-27,Truiden,2023.0,2025.0
238634,240034,Torge Paetow,27,67,69,Verl2022 ~ 2024,188,85,Right,69,/players?pn=5,2,"Jul 1, 2022",,€1.1M,€1K,€1.7M,218,45,27,66,55,25,208,45,30,28,45,60,275,61,62,45,60,47,280,41,76,58,79,26,228,61,64,28,35,40,52,205,67,71,67,54,5,8,14,14,13,1468,326,5,2,Medium,High,1,Normal (185+),No,62,30,45,51,68,70,,Long ThrowAerialLeadership,,3,2024-03-27,Verl,2022.0,2024.0
251690,240034,Jack Rudoni,22,67,77,Huddersfield Town2022 ~ 2026,185,77,Left,69,/players?pn=18,10,"Jul 15, 2022",,€2.3M,€3K,€4.7M,298,59,55,60,69,55,322,68,62,57,64,71,346,70,73,74,63,66,358,71,71,84,70,62,315,64,64,68,66,53,57,181,60,64,57,50,8,8,13,11,10,1870,400,4,3,High,Medium,1,Lean (185+),No,72,60,65,69,62,72,,Long Shot Taker (CPU AI),,1,2024-03-27,Huddersfield Town,2022.0,2026.0
272939,240034,Matias Abaldo,19,67,78,Gimnasia La Plata2022 ~ 2026,172,60,Left,68,/players?pn=18,11,"Jan 1, 2022",,€2.2M,€3K,€3.7M,286,56,62,50,69,49,307,70,56,52,59,70,335,74,71,69,55,66,303,57,59,73,51,63,255,26,45,62,67,55,50,85,20,22,43,50,9,14,10,9,8,1621,346,3,3,Medium,Medium,1,Lean (170-185),No,72,60,63,68,31,52,,,,0,2024-03-27,Gimnasia La Plata,2022.0,2026.0
274987,240034,Francisco Fumaca Mascarenhas,23,67,76,Real Oviedo2022 ~ 2025,182,70,Right,69,/players?pn=25,9,"Aug 1, 2022",,€2.3M,€4K,€4.1M,308,57,69,66,60,56,293,65,57,48,59,64,346,75,74,70,63,64,337,75,73,61,60,68,292,57,35,70,59,71,57,90,25,30,35,45,12,6,8,9,10,1711,361,4,3,Medium,Medium,1,Normal (170-185),No,74,70,58,65,34,60,,,,0,2024-03-27,Real Oviedo,2022.0,2025.0
230187,240034,Narcisso Elias Morantes De Faria,23,67,67,Goiás2023 ~ 2026,177,72,Right,67,/players?pn=7,0,"Jun 26, 2023",,€1.1M,€4K,€2.1M,295,70,51,61,65,48,290,45,48,62,62,73,316,64,64,55,60,73,315,61,67,65,62,60,296,79,53,52,47,65,59,202,70,60,72,68,16,11,11,17,13,1782,366,4,2,Medium,Medium,1,Normal (170-185),No,64,55,61,57,63,66,,,,0,2024-03-27,s,2023.0,2026.0
236587,240034,Marco Farfan,24,67,68,Dallas2022 ~ 2025,178,72,Left,67,/players?pn=7,1,"Feb 9, 2022",,€1.2M,€2K,€1.8M,253,59,45,54,65,30,259,66,38,37,55,63,370,70,70,76,66,88,294,41,65,75,64,49,269,67,63,48,35,56,55,195,65,65,65,44,9,6,9,9,11,1684,367,3,2,High,Medium,1,Normal (170-185),Yes,70,45,54,67,64,67,,,,0,2024-03-27,Dallas,2022.0,2025.0
183339,240034,Jo Inge Berget,32,67,67,Sarpsborg 082023 ~ 2025,186,81,Right,67,/players?pn=12,0,"Aug 31, 2023",,€800K,€2K,€1M,320,68,63,62,63,64,318,64,62,63,65,64,340,67,74,64,69,66,361,74,74,77,74,62,340,77,60,68,65,70,67,172,60,58,54,60,15,7,15,7,16,1911,401,3,3,High,High,1,Normal (185+),Yes,71,66,65,65,59,75,,Early Crosser (CPU AI)Team Player,,2,2024-03-27,Sarpsborg,2023.0,2025.0
259627,240034,Julian Hettwer,20,67,77,Borussia Dortmund II2023 ~ 2027,184,72,Right,68,/players?pn=12,10,"Jul 14, 2023",,€2.2M,€1K,€3.6M,279,53,68,49,62,47,272,67,49,40,49,67,397,92,88,77,61,79,321,64,68,70,55,64,279,69,33,65,55,57,60,90,33,29,28,59,12,14,12,14,7,1697,373,4,3,Medium,Low,1,Lean (170-185),No,90,65,55,68,33,62,,RapidFlairQuick Step,,3,2024-03-27,Borussia Dortmund II,2023.0,2027.0
260651,240034,Benie Traore,20,67,79,"NantesJun 30, 2024On loan",172,64,Right,70,/players?pn=18,12,"Jul 18, 2023","Jun 30, 2024",€2.5M,€10K,€0,279,49,68,48,59,55,268,72,45,40,39,72,415,86,86,89,69,85,333,68,69,75,62,59,259,48,22,67,67,55,68,94,25,40,29,48,10,12,7,10,9,1696,374,3,3,High,Medium,1,Normal (170-185),Yes,86,65,54,74,32,63,,TechnicalQuick Step,,2,2024-03-27,NantesJun,,
228908,240034,Jason Berthomier,33,67,67,Newcastle Jets2023 ~ 2024,177,74,Left,68,/players?pn=18,0,"Aug 29, 2023",,€625K,€1K,€781K,342,72,66,65,71,68,354,65,72,76,69,72,336,62,63,74,67,70,320,68,65,60,56,71,329,67,57,64,70,71,72,146,42,51,53,60,14,14,8,10,14,1887,382,4,4,Medium,Medium,1,Lean (170-185),No,63,68,71,69,51,60,,Injury Prone,,1,2024-03-27,Newcastle Jets,2023.0,2024.0
251948,240034,Marouan Azarkan,21,67,76,FC Utrecht2023 ~ 2027,171,67,Left,68,/players?pn=18,9,"Jul 1, 2023",,€2.3M,€5K,€3.9M,270,59,66,40,59,46,281,73,53,39,44,72,405,87,74,88,64,92,277,58,53,63,55,48,233,36,22,55,66,54,58,63,20,23,20,57,12,14,9,8,14,1586,346,2,4,High,Low,1,Normal (170-185),No,80,59,57,74,23,53,,TechnicalEarly Crosser (CPU AI),,2,2024-03-27,FC Utrecht,2023.0,2027.0
256044,240034,Pedro Miguel Santos Amador,24,67,72,Moreirense2020 ~ 2024,181,73,Left,68,/players?pn=8,5,"Aug 15, 2020",,€1.4M,€4K,€3M,273,68,37,49,68,51,318,64,64,61,63,66,343,70,70,73,64,66,293,60,60,64,60,49,288,61,65,59,60,43,61,195,62,67,66,48,8,10,11,12,7,1758,370,3,3,High,Medium,1,Lean (170-185),No,70,46,65,65,63,61,,Long Ball Pass,,1,2024-03-27,Moreirense,2020.0,2024.0
144429,240034,Oscar Wendt,37,67,67,IFK Göteborg2021 ~ 2024,181,82,Left,67,/players?pn=7,0,"Jul 15, 2021",,€230K,€1K,€288K,310,70,56,64,70,50,326,62,72,60,67,65,310,53,54,66,68,69,327,70,65,62,66,64,333,68,68,66,66,65,67,199,68,66,65,55,9,12,10,13,11,1860,379,3,3,Medium,Medium,1,Normal (170-185),No,54,61,68,64,67,65,,AnticipateLong ThrowTeam Player,,3,2024-03-27,teborg,2021.0,2024.0
224045,240034,Juan Munoz Munoz,27,67,67,Zagłębie Lubin2023 ~ 2025,185,80,Right,67,/players?pn=25,0,"Jul 11, 2023",,€1.1M,€5K,€1.5M,318,53,69,65,63,68,298,67,56,65,42,68,320,62,61,69,66,62,351,71,70,71,70,69,261,58,20,68,43,72,60,47,12,17,18,48,9,7,8,10,14,1643,340,3,3,Medium,Low,1,Normal (185+),No,61,69,54,67,21,68,,Trivela,,1,2024-03-27,bie Lubin,2023.0,2025.0
238637,240034,Sebastian Vasiliadis,25,67,70,Hansa Rostock2023 ~ 2026,175,75,Right,69,/players?pn=14,3,"Jul 1, 2023",,€1.2M,€5K,€2M,275,58,59,46,70,42,303,67,45,56,68,67,368,73,70,77,68,80,333,67,64,75,66,61,302,66,62,62,63,49,65,192,63,66,63,59,12,7,14,14,12,1832,394,3,3,Medium,Medium,1,Normal (170-185),No,71,60,64,69,62,68,,JockeyInterceptSlide TacklePress Proven,,4,2024-03-27,Hansa Rostock,2023.0,2026.0
238893,240034,Enzo Gaggi,25,67,68,Delfin2024 ~ 2024,174,65,Right,67,/players?pn=12,1,"Jan 22, 2024",,€1.2M,€500,€2.7M,277,60,56,44,70,47,316,65,61,55,65,70,346,71,73,64,61,77,273,58,54,57,54,50,270,48,35,64,68,55,62,150,40,57,53,40,11,7,9,6,7,1672,360,3,3,Medium,Medium,1,Lean (170-185),No,72,55,66,67,46,54,,,,0,2024-03-27,Delfin,2024.0,2024.0
239405,240034,Jamie Jacobs,25,67,70,Viborg2023 ~ 2025,182,74,Right,69,/players?pn=18,3,"Aug 22, 2023",,€1.3M,€4K,€1.7M,304,63,65,52,69,55,331,67,67,64,66,67,338,69,65,73,65,66,337,67,63,82,60,65,316,59,61,65,71,60,65,173,58,57,58,46,8,11,9,6,12,1845,389,3,3,High,Medium,1,Normal (170-185),No,67,65,67,67,58,65,,RelentlessLong Shot Taker (CPU AI),,2,2024-03-27,Viborg,2023.0,2025.0
260653,240034,Brooke Norton Cuffy,19,67,80,"MillwallJun 30, 2024On loan",181,70,Right,67,/players?pn=2,13,"Jan 21, 2021","Jun 30, 2024",€2.3M,€13K,€0,255,67,34,59,59,36,286,72,54,41,53,66,365,79,81,73,64,68,299,43,75,73,69,39,281,66,57,58,55,45,64,183,59,61,63,52,7,12,13,11,9,1721,376,3,3,Medium,Low,1,Lean (170-185),No,80,39,58,69,60,70,,TechnicalFlair,,2,2024-03-27,MillwallJun,,
198190,240034,Greg Cunningham,32,67,67,Preston North End2021 ~ 2024,183,74,Left,67,/players?pn=5,0,"Feb 6, 2021",,€650K,€11K,€1.2M,267,66-1,42,68,66,25,289,58,56,48,64,63,282,51,52,57,60,62,310,60,70,58,74,48,294,77,66,52,55,44,65,199,67,67,65,59,16,16,9,11,7,1700,358,2,2,Medium,Medium,1,Normal (170-185),Yes,52,47,62,60,67,70,,Injury Prone,,1,2024-03-27,Preston North End,2021.0,2024.0
270638,240034,Takuto Oshima,25,67,72,Cracovia Kraków2022 ~ 2024,174,71,Right,69,/players?pn=18,5,"Jul 1, 2022",,€1.5M,€4K,€2.1M,287,61,52,49,75,50,308,69,63,43,62,71,348,69,61,74,65,79,280,55,52,75,47,51,297,64,53,64,69,47,68,165,57,57,51,49,9,9,8,10,13,1734,368,3,4,Medium,Medium,1,Lean (170-185),No,65,53,67,70,55,58,,TechnicalFlair,,2,2024-03-27,w,2022.0,2024.0
270894,240034,Lamine Diack,22,67,73,"Colorado RapidsJul 31, 2024On loan",186,79,Right,68,/players?pn=10,6,"Feb 2, 2024","Jul 31, 2024",€1.5M,€6K,€0,292,56,55,59,68,54,295,65,58,49,61,62,352,75,76,78,60,63,355,65,75,82,73,60,320,74,67,62,57,60,59,190,61,66,63,54,5,13,13,9,14,1858,401,3,2,Medium,High,1,Normal (185+),No,76,59,61,65,64,76,,InterceptRelentless,,2,2024-03-27,Colorado RapidsJul,,
219694,240034,Carl Johansson,29,67,68,Holstein Kiel2023 ~ 2026,187,80,Right,68,/players?pn=5,1,"Jul 1, 2023",,€950K,€8K,€1.6M,208,29,25,70,61,23,207,41,31,25,55,55,278,51,54,55,61,57,268,35,73,63,77,20,235,74,65,29,31,36,47,197,67,68,62,52,6,9,15,8,14,1445,313,2,2,Medium,Medium,1,Lean (185+),No,53,27,44,49,67,73,,Block,,1,2024-03-27,Holstein Kiel,2023.0,2026.0
199215,240034,Alexander Gorgon,34,67,67,Pogoń Szczecin2020 ~ 2025,185,76,Right,67,/players?pn=18,0,"Aug 3, 2020",,€475K,€3K,€641K,329,63,63,65,70,68,334,68,66,66,66,68,333,67,66,69,67,64,344,68,74,66,71,65,317,58,59,66,65,69,67,143,47,52,44,59,14,7,15,9,14,1859,385,3,3,Medium,High,1,Lean (185+),No,66,65,67,68,52,67,,Injury Prone,,1,2024-03-27,Szczecin,2020.0,2025.0
202799,240034,Jordan Graham,28,67,67,Leyton Orient2023 ~ 2025,182,73,Right,67,/players?pn=12,0,"Aug 2, 2023",,€1M,€4K,€1.8M,285,69,63,34,65,54,335,66,70,71,63,65,361,80,77,72,61,71,291,69,51,60,47,64,287,45,54,58,66,64,66,155,50,55,50,63,7,15,14,14,13,1777,375,4,4,Medium,Medium,1,Lean (170-185),No,78,64,66,66,51,50,,Technical,,1,2024-03-27,Leyton Orient,2023.0,2025.0
271919,240034,Stefano Moreyra,22,67,75,"InstitutoDec 31, 2024On loan",179,70,Right,68,/players?pn=10,8,"Jul 1, 2020","Dec 31, 2024",€2.2M,€4K,€0,266,54,41,64,67,40,272,59,44,43,61,65,334,68,63,70,61,72,285,53,69,68,60,35,287,70,73,35,54,55,60,200,68,65,67,47,12,6,12,9,8,1691,362,3,2,Medium,Medium,1,Normal (170-185),No,65,43,59,63,68,64,,,,0,2024-03-27,InstitutoDec,,
274735,240034,Pascal Klemens,18,67,78,Hertha BSC2023 ~ 2026,186,80,Right,69,/players?pn=5,11,"Feb 12, 2023",,€2M,€1K,€3.6M,252,55,29,64,67,37,245,59,31,30,60,65,283,59,52,56,62,54,297,55,68,68,69,37,255,66,69,39,49,32,65,202,67,68,67,60,9,14,8,14,15,1594,344,2,2,Medium,Medium,1,Normal (185+),No,55,37,56,61,67,68,,,,0,2024-03-27,Hertha BSC,2023.0,2026.0
215343,240034,Andres Mehring,29,67,69,Central Cordoba SdE2024 ~ 2024,191,82,Right,67,/players?pn=0,2,"Feb 4, 2024",,€850K,€4K,€1.3M,90,19,12,13,28,18,101,21,12,16,26,26,243,45,49,35,68,46,246,49,64,44,69,20,114,21,24,13,32,24,35,58,23,20,15,330,66,64,65,68,67,1182,377,2,1,Medium,Medium,1,Normal (185+),No,66,64,65,67,47,68,,,,0,2024-03-27,Central Cordoba SdE,2024.0,2024.0
241967,240034,Marcel Costly,27,67,67,Ingolstadt2022 ~ 2027,183,76,Right,67,/players?pn=3,0,"Jul 1, 2022",,€975K,€3K,€1.4M,260,62,51,48,61,38,268,67,56,30,48,67,382,84,92,76,57,73,344,62,71,90,69,52,257,52,59,52,56,38,59,170,53,59,58,50,7,14,7,9,13,1731,390,3,3,High,High,1,Normal (170-185),No,88,52,56,67,56,71,,Whipped CrossRapidQuick StepLong ThrowAerialEarly Crosser (CPU AI),,6,2024-03-27,Ingolstadt,2022.0,2027.0
192559,240034,Gerrit Nauber,31,67,67,Go Ahead Eagles2021 ~ 2024,185,78,Right,67,/players?pn=5,0,"Jul 5, 2021",,€700K,€3K,€1M,231,35,33,69,60,34,193,40,26,28,51,48,270,50,40,58,61,61,298,46,80,65,77,30,224,73,68,21,25,37,55,202,67,68,67,58,12,7,14,14,11,1476,311,3,2,Medium,High,1,Normal (185+),No,45,35,43,47,68,73,,Long ThrowInjury Prone,,2,2024-03-27,Go Ahead Eagles,2021.0,2024.0
258095,240034,Julian Aude,20,67,81,LA Galaxy2023 ~ 2027,180,65,Left,69,/players?pn=16,14,"Mar 21, 2023",,€2.3M,€2K,€4.9M,257,62,41,47,68,39,289,76,37,38,64,74,361,74,70,77,64,76,297,57,61,73,59,47,290,64,62,59,63,42,72,186,58,63,65,45,12,14,7,6,6,1725,379,4,3,Medium,Medium,1,Lean (170-185),No,72,46,62,75,60,64,,Technical,,1,2024-03-27,LA Galaxy,2023.0,2027.0
230192,240034,Joao Rodolfo Botelho Maia,23,67,67,Athletico Paranaense2023 ~ 2026,183,76,Right,68,/players?pn=5,0,"Jun 26, 2023",,€1.1M,€4K,€2.1M,277,62,41,62,65,47,275,52,54,54,53,62,291,65,59,50,58,59,343,71,72,73,71,56,304,76,66,48,52,62,61,206,72,71,63,64,11,8,19,9,17,1760,371,3,2,Medium,Medium,1,Normal (170-185),No,62,52,59,56,69,73,,Long Throw,,1,2024-03-27,Athletico Paranaense,2023.0,2026.0
231472,240034,Emmanuel Ntim,27,67,69,"TroyesJun 30, 2024On loan",179,72,Right,69,/players?pn=5,2,"Jul 1, 2022","Jun 30, 2024",€1.1M,€3K,€0,227,55,21,68,58,25,220,49,34,29,56,52,367,83,79,76,60,69,295,37,86,75,77,20,234,58,65,23,50,38,57,205,69,69,67,51,14,9,7,8,13,1599,355,2,2,Medium,Medium,1,Lean (170-185),No,81,25,53,55,68,73,,Block,,1,2024-03-27,TroyesJun,,
245040,240034,Shenglong Jiang,22,67,76,Shanghai Shenhua2018 ~ 2026,193,80,Right,69,/players?pn=5,9,"Jul 13, 2018",,€2.1M,€5K,€3.7M,277,52,48,74,62,41,233,53,32,32,55,61,318,70,69,56,58,65,340,53,85,73,80,49,274,74,60,55,54,31,60,195,65,66,64,51,15,9,9,9,9,1688,370,3,2,High,Medium,1,Stocky (185+),No,69,48,54,57,65,77,,Solid Player,,1,2024-03-27,Shanghai Shenhua,2018.0,2026.0
272945,240034,Nicolas Capraro,25,67,72,Barracas Central2023 ~ 2024,184,78,Right,69,/players?pn=5,5,"Jan 1, 2023",,€1.3M,€4K,€2M,235,37,29,69,67,33,229,53,34,34,49,59,314,73,71,54,60,56,305,46,79,80,74,26,244,62,65,28,38,51,59,202,67,69,66,52,12,13,9,12,6,1581,350,2,2,Medium,Medium,1,Lean (170-185),No,72,33,49,56,67,73,,,,0,2024-03-27,Barracas Central,2023.0,2024.0
274737,240034,Jorge Sanguina,24,67,72,General Caballero JLM2023 ~ 2024,180,75,Right,69,/players?pn=25,5,"Jan 1, 2023",,€1.6M,€500,€3.6M,297,40,73,72,58,54,278,66,61,43,42,66,309,65,61,60,58,65,329,70,75,55,65,64,242,45,17,66,49,65,58,63,22,21,20,54,8,13,14,8,11,1572,332,3,2,High,Low,1,Normal (170-185),No,63,69,50,65,26,59,,,,0,2024-03-27,General Caballero JLM,2023.0,2024.0
215601,240034,Aurelian Chitu,32,67,67,U Craiova 19482022 ~ 2024,183,85,Left,67,/players?pn=25,0,"Jan 19, 2022",,€825K,€6K,€1.1M,322,62,70,61,70,59,304,63,57,53,65,66,315,65,68,57,60,65,329,66,75,43,78,67,280,52,33,69,59,67,68,93,32,33,28,51,7,12,6,10,16,1694,362,2,3,Medium,Low,1,Normal (170-185),No,67,68,64,64,35,64,,Injury Prone,,1,2024-03-27,U Craiova,2022.0,2024.0
247089,240034,Julio Alonso Sosa,24,67,71,Albacete2021 ~ 2024,171,62,Left,67,/players?pn=7,4,"Jul 6, 2021",,€1.4M,€3K,€2.3M,253,64,30,60,63,36,237,60,40,31,42,64,354,71,70,70,67,76,266,51,70,55,61,29,263,57,70,52,45,39,57,198,68,66,64,58,13,10,10,14,11,1629,349,3,3,Medium,Medium,1,Lean (170-185),No,70,36,54,63,67,59,,JockeyBlock,,2,2024-03-27,Albacete,2021.0,2024.0
272946,240034,Rodrigo Insua,25,67,70,Barracas Central2023 ~ 2024,181,76,Left,67,/players?pn=8,3,"Jan 1, 2023",,€1.2M,€4K,€1.8M,290,62,59,55,62,52,315,59,69,61,59,67,339,77,81,68,55,58,307,58,67,81,55,46,307,63,65,66,62,51,58,184,63,63,58,46,6,7,10,14,9,1788,385,2,2,High,Medium,1,Lean (170-185),No,79,56,62,62,62,64,,,,0,2024-03-27,Barracas Central,2023.0,2024.0
211250,240034,Uros Radakovic,29,67,67-1,Ankaragücü2022 ~ 2024,194,89,Right,67,/players?pn=5,0,"Aug 1, 2022",,€850K,€5K,€1.7M,209,36,25,69,52,27,197,37,20,23,63,54,253,51,52,54,63,33,296,48,68,54,85,41,241,73,66,26,42,34,59,199,67,67,65,47,6,8,12,11,10,1442,317,2,2,Low,Medium,1,Normal (185+),No,52,33,45,46,67,74,,Aerial,,1,2024-03-27,,2022.0,2024.0
216114,240034,Ivan Nasberg,27,67,69,PAOK2022 ~ 2025,187,88,Left,69,/players?pn=5,2,"Aug 2, 2022",,€1.1M,€500,€2.5M,245,50,29,66,63,37,254,51,48,35,65,55,315,62,68,63,62,60,308,58,76,69,79,26,233,66,64,34,29,40,59,200,66,69,65,61,15,11,11,12,12,1616,347,2,2,Medium,Medium,1,Normal (185+),No,65,35,52,55,66,74,,Long Ball PassTeam Player,,2,2024-03-27,PAOK,2022.0,2025.0
